,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
60615,730153001,730153,Liverpool Dress,265,Dress,Garment Full body,1010007,Embroidery,82,Turquoise,1,Dusty Light,7,Turquoise,1343,Projects Dresses,D,Divided,2,Divided,50,Divided Projects,1013,Dresses Ladies,Short dress in an airy weave with pin-tucks at the top and an opening with a button at the back of the neck. Gathered seam at the waist and a gently flared skirt. Lace sections at the cuffs and hem. Jersey inner dress.
60643,730361001,730361,ohio pinnafore,265,Dress,Garment Full body,1010016,Solid,52,Pink,1,Dusty Light,4,Pink,1343,Projects Dresses,D,Divided,2,Divided,50,Divided Projects,1013,Dresses Ladies,"Short dress in soft, stretch corduroy with shoulder straps, a V-neck front and back, zip at one side and a detachable belt with a plastic buckle at the waist."
60701,730482002,730482,Lee Top TRIS,253,Vest top,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Fitted top in stretch, glossy jersey with spaghetti shoulder straps and a double layer at the top."
60702,730482003,730482,Lee Top TRIS,253,Vest top,Garment Upper body,1010016,Solid,41,Light Red,7,Medium,18,Red,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Fitted top in stretch, glossy jersey with spaghetti shoulder straps and a double layer at the top."
60727,730609001,730609,Marvin tee,255,T-shirt,Garment Upper body,1010005,Colour blocking,10,White,3,Light,9,White,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,Block-patterned T-shirt in jersey made from a cotton blend.
60736,730645002,730645,TOM SUPER FANCY,59,Swimwear bottom,Swimwear,1010017,Stripe,10,White,3,Light,9,White,9984,Swimwear,F,Menswear,3,Menswear,26,Men Underwear,1018,Swimwear,"Swim shorts in woven fabric with an elasticated, drawstring waist, side pockets and a welt back pocket with a hook and loop fastening. Mesh inner shorts."
60746,730683001,730683,HAVANA HW tights,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports tights in fast-drying functional fabric with a high waist and wide waistband to hold in and shape the waist. Sculpting seams at the back that showcase the body’s physique. Concealed key pocket in the waistband.
60757,730683021,730683,HAVANA HW tights,273,Leggings/Tights,Garment Lower body,1010014,Placement print,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports tights in fast-drying functional fabric with a high waist and wide waistband to hold in and shape the waist. Sculpting seams at the back that showcase the body’s physique. Concealed key pocket in the waistband.
60759,730683036,730683,HAVANA HW tights,273,Leggings/Tights,Garment Lower body,1010014,Placement print,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports tights in fast-drying functional fabric with a high waist and wide waistband to hold in and shape the waist. Sculpting seams at the back that showcase the body’s physique. Concealed key pocket in the waistband.
60762,730683041,730683,HAVANA HW tights,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports tights in fast-drying functional fabric with a high waist and wide waistband to hold in and shape the waist. Sculpting seams at the back that showcase the body’s physique. Concealed key pocket in the waistband.
60770,730687001,730687,SULIMA jkt,308,Hoodie,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8397,Ladies Sport Woven,S,Sport,26,Sport,5,Ladies H&M Sport,1001,Unknown,"Outdoor jacket in woven fabric with a double-layered hood, stand up collar and zip down the front. Padded front and back sections and fleece-lined raglan sleeves in sturdy jersey with ribbed panels. Inset jersey panels in the sides and zipped front pockets. Longer and gently rounded at the back. Partly lined."
60778,730823001,730823,Golden retriver CNY,252,Sweater,Garment Upper body,1010022,Jacquard,42,Red,5,Bright,18,Red,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear,"Jumper in a soft, fine knit containing some wool with a jacquard-knit motif on the front, long raglan sleeves and ribbing around the neckline, cuffs and hem."
60792,730863005,730863,Skinny 5pkt Midprice,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in stretch denim with a regular waist, zip fly and button, and skinny legs."
60801,730863018,730863,Skinny 5pkt Midprice,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,19,Green,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in stretch denim with a regular waist, zip fly and button, and skinny legs."
60827,730916001,730916,Khloe padded softbra,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear",Non-wired bra in soft cotton jersey with lightly padded cups that give the bust a natural shape and good support. Adjustable shoulder straps and no fasteners.
60829,730946001,730946,Billie high,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted jersey top with a wide neckline and short sleeves.
60830,730946002,730946,Billie high,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted jersey top with a wide neckline and short sleeves.
60839,731028001,731028,Chica,265,Dress,Garment Full body,1010001,All over pattern,8,Dark Grey,4,Dark,12,Grey,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Dress in a crêpe weave with a V-neck, sewn-in wrapover at the top with a concealed hook-and-eye fastening, and a seam at the waist."
60840,731028002,731028,Chica,265,Dress,Garment Full body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Dress in a crêpe weave with a V-neck, sewn-in wrapover at the top with a concealed hook-and-eye fastening, and a seam at the waist."
60867,731146004,731146,Citrus,265,Dress,Garment Full body,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted dress in cotton jersey with long sleeves.
60873,731160004,731160,Shaping Skinny R.W,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,1,Dusty Light,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeans in washed, stretch denim with a regular waist, zip fly and button and skinny legs. Shaping – denim with a stretch function that holds in and shapes the waist, thighs and bum while keeping the jeans in shape."
60913,731407005,731407,Macarena,253,Vest top,Garment Upper body,1010001,All over pattern,23,Dark Yellow,4,Dark,8,Yellow,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Top in a crinkled viscose weave with a V-neck front and back, adjustable spaghetti shoulder straps, buttons down the front and a tie-detail hem."
60914,731407006,731407,Macarena,253,Vest top,Garment Upper body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Top in a crinkled viscose weave with a V-neck front and back, adjustable spaghetti shoulder straps, buttons down the front and a tie-detail hem."
60918,731425001,731425,Mooncake,258,Blouse,Garment Upper body,1010001,All over pattern,92,Green,7,Medium,19,Green,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in an airy weave with a V-neck, covered buttons at the top and short sleeves. Two elasticated seams and a decorative drawstring at the waist, and a flounced hem. Unlined."
60943,731520001,731520,SKINNY PRICE 89,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,8917,Young Girl Denim,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1016,Trousers Denim,"Slim-fit jeans in washed, stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly and button, fake front pockets, real back pockets and narrow hems."
60947,731520005,731520,SKINNY PRICE 89,272,Trousers,Garment Lower body,1010023,Denim,10,White,3,Light,9,White,8917,Young Girl Denim,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1016,Trousers Denim,"Slim-fit jeans in washed, stretch denim with an adjustable elasticated waist (in sizes 8-12Y), zip fly and button, fake front pockets, real back pockets and narrow hems."
60981,731608001,731608,Brody V-neck,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,V-neck T-shirt in soft cotton jersey.
60982,731608002,731608,Brody V-neck,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,V-neck T-shirt in soft cotton jersey.
60987,731644002,731644,Ariella blazer,264,Blazer,Garment Upper body,1010017,Stripe,23,Dark Yellow,4,Dark,8,Yellow,1222,Suit jacket,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1008,Dressed,"Jacket in a textured cotton blend with peak lapels, a button at the front, welt front pockets and long sleeves with decorative buttons at the cuffs. Lined."
60989,731661001,731661,SPEED CORGIE BLOUSE,258,Blouse,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Short blouse in woven fabric with a V-neck, wrapover front, long sleeves and an elasticated hem."
60991,731661004,731661,SPEED CORGIE BLOUSE,258,Blouse,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Short blouse in woven fabric with a V-neck, wrapover front, long sleeves and an elasticated hem."
61033,731960001,731960,Flora maxi dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Off-the-shoulder maxi dress in soft viscose jersey with a heavy drape. Short sleeves, elastication and a wide flounce at the top, an elasticated seam below the bust and gently flared skirt with high slits at the front. Unlined."
61050,732017011,732017,Camille,245,Cardigan,Garment Upper body,1010016,Solid,14,Dark Beige,2,Medium Dusty,13,Brown,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Long-sleeved cardigan in a soft fine knit with a V-neck, buttons down the front and ribbing around the neckline, cuffs and hem."
61069,732103004,732103,Kelly jumpsuit,267,Jumpsuit/Playsuit,Garment Full body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Off-the-shoulder playsuit in a viscose weave with elastication at the top, short, wide sleeves, and an elasticated seam at the waist."
61087,732206004,732206,Evelina Unpad body LS,283,Underwear body,Underwear,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Body in soft microfibre with a slightly deeper neckline at the back and folded, glued edges for a seamless, comfortable feel against the skin and minimal visibility under clothes. High cut at the back."
61094,732225001,732225,Orchid,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Wide trousers in woven fabric with a high waist with pleats and a detachable tie belt. Fly with a concealed zip, side pockets and straight, wide legs."
61095,732230001,732230,Salsa padded softbra 2p,306,Bra,Underwear,1010020,Contrast,51,Light Pink,1,Dusty Light,4,Pink,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Non-wired lace bras with removable inserts that give the bust a natural shape and provide light support. Narrow, adjustable shoulder straps and an elasticated hem. No fasteners."
61150,732409003,732409,Beetle Beanie new,496,Beanie,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Double-layered hat in a soft rib knit with a sewn-in turn-up at the hem with a small fabric appliqué on the front.
61152,732409005,732409,Beetle beanie new,75,Hat/beanie,Accessories,1010016,Solid,22,Yellow,7,Medium,8,Yellow,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Double-layered hat in a soft rib knit with a sewn-in turn-up at the hem with a small fabric appliqué on the front.
61182,732419001,732419,SUJEETA SCRUNCHIE 2p,74,Hair/alice band,Accessories,1010016,Solid,22,Yellow,7,Medium,8,Yellow,3946,Small Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Elasticated scrunchies in woven fabric with a knot detail.
61194,732463002,732463,Belle jumpsuit,265,Dress,Garment Full body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"V-neck jumpsuit in soft jersey with short sleeves and a zip at the back of the neck. Elasticated seam at the waist, side pockets and straight, wide legs."
61200,732511002,732511,Iris HW super wide,272,Trousers,Garment Lower body,1010001,All over pattern,10,White,1,Dusty Light,9,White,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in a patterned viscose weave with a high waist, concealed zip in one side and wide, gently flared legs."
61204,732513001,732513,IVY ls,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Yoga top in fast-drying jersey with a wide neckline, dropped shoulders and long sleeves. Cut out section and a mesh panel at the back."
61213,732534001,732534,Hiara Blouse,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Shorter blouse in woven fabric with a collar, buttons down the front and ties at the hem. Dropped shoulders and long balloon sleeves with buttoned cuffs."
61238,732671003,732671,Lucas,265,Dress,Garment Full body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,3708,Loungewear,A,Ladieswear,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Sleeveless, calf-length dress in a soft, ribbed viscose blend with a slightly deeper neckline at the front."
61297,732842002,732842,Embrace S.Skinny H.W Trash,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket, ankle-length jeans in washed, stretch denim with hard-worn details, a high waist, zip fly and button and super-skinny legs with raw-edge hems. Embrace – denim with a smart stretch function that moulds to the body for a comfortable, flattering silhouette."
61298,732842003,732842,Embrace S.Skinny H.W Trash,272,Trousers,Garment Lower body,1010023,Denim,10,White,3,Light,9,White,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket, ankle-length jeans in washed, stretch denim with hard-worn details, a high waist, zip fly and button and super-skinny legs with raw-edge hems. Embrace – denim with a smart stretch function that moulds to the body for a comfortable, flattering silhouette."
61350,733027002,733027,Tove,254,Top,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,-1,Unknown,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Short top in soft cotton jersey with a round neckline, short sleeves and a seam at the hem with a decorative knot detail at the front."
61351,733027005,733027,Tove,254,Top,Garment Upper body,1010001,All over pattern,33,Dark Orange,4,Dark,11,Beige,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Short top in soft cotton jersey with a round neckline, short sleeves and a seam at the hem with a decorative knot detail at the front."
61386,733077002,733077,Garden spice,265,Dress,Garment Full body,1010016,Solid,91,Light Green,1,Dusty Light,19,Green,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in airy, crinkled fabric with a V-neck, narrow, adjustable shoulder straps and wide ties at the back. Concealed zip in one side, a seam at the waist and a flared skirt. Lined."
61389,733088002,733088,Margarita Printed Softbra,306,Bra,Underwear,1010001,All over pattern,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bra in microfibre and lace with lined, lace-trimmed triangular cups. Narrow, adjustable shoulder straps, a wide elasticated hem and a hook-and-eye fastening at the back."
61390,733089002,733089,Margarita Thong 2p,286,Underwear bottom,Underwear,1010001,All over pattern,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs, one pair in microfibre and one in lace. Both pairs have a low waist, lined gusset, narrow sides and string back."
61394,733094001,733094,Truffle,258,Blouse,Garment Upper body,1010022,Jacquard,10,White,3,Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in woven fabric with a slight sheen. Small, gathered stand-up collar, a V-neck opening and concealed buttons at the front and short, wide, raglan sleeves with ties."
61395,733094002,733094,Truffle,258,Blouse,Garment Upper body,1010022,Jacquard,51,Light Pink,7,Medium,4,Pink,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in woven fabric with a slight sheen. Small, gathered stand-up collar, a V-neck opening and concealed buttons at the front and short, wide, raglan sleeves with ties."
61397,733097001,733097,Saga body,256,Bodysuit,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Sleeveless, turtleneck body in stretch, ribbed jersey with press-studs at the crotch."
61412,733098022,733098,Minja top,254,Top,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,Fitted polo-neck top in soft modal jersey with long sleeves.
61414,733099001,733099,Thelma,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Top in airy jersey crêpe with a round neckline and seam down the front. Dropped shoulders, wide sleeves with pleats and close-fitting ribbing at the cuffs, and a straight-cut hem with short slits in the sides."
61416,733099003,733099,Thelma,254,Top,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Top in airy jersey crêpe with a round neckline and seam down the front. Dropped shoulders, wide sleeves with pleats and close-fitting ribbing at the cuffs, and a straight-cut hem with short slits in the sides."
61424,733106003,733106,Riviera S/S,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in a viscose weave with a draped front, sewn-in ties at one side and an opening with a button at the back of the neck. Flounced sleeves, a seam at the hips and a gently flared peplum."
61459,733267001,733267,Sibling HW,274,Shorts,Garment Lower body,1010001,All over pattern,10,White,3,Light,9,White,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Short shorts in an airy weave with a high paper bag waist that is elasticated at the back and a detachable tie belt. Pleats at the top, side pockets and a zip fly with concealed hook-and-eye fasteners."
61463,733267005,733267,Sibling HW,274,Shorts,Garment Lower body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Short shorts in an airy weave with a high paper bag waist that is elasticated at the back and a detachable tie belt. Pleats at the top, side pockets and a zip fly with concealed hook-and-eye fasteners."
61504,733399001,733399,Fred shortie 5-pack,286,Underwear bottom,Underwear,1010010,Melange,9,Black,4,Dark,5,Black,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear","Briefs in cotton jersey with a mid waist, lined gusset, wide sides and medium coverage at the back."
61516,733438001,733438,Joplin,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Sleeveless blouse in woven fabric with a small stand-up collar with a button and a V-shaped opening at the top. Draped, decorative flounce trim down the front and a rounded hem. Lined front."
61587,733700001,733700,PE CARSTEN TOP,258,Blouse,Garment Upper body,1010016,Solid,7,Grey,2,Medium Dusty,12,Grey,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,"Straight-cut blouse in softly draping silk with a round neckline, covered button at the top and an asymmetric decorative fold to create a draped effect at the front. Long sleeves and wide, flared, double cuffs with a covered button and asymmetric slit. Wide hem."
61602,733749001,733749,Cissi tube top,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,3936,EQ Divided Basics,D,Divided,2,Divided,80,Divided Complements Other,1002,Jersey Basic,Cropped top in soft cotton jersey with concealed elastication at the front of the top.
61603,733749002,733749,Cissi tube top,253,Vest top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Cropped top in soft cotton jersey with concealed elastication at the front of the top.
61604,733749003,733749,Cissi tube top,253,Vest top,Garment Upper body,1010016,Solid,42,Red,7,Medium,18,Red,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Cropped top in soft cotton jersey with concealed elastication at the front of the top.
61632,733803001,733803,Racing shorts,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Cycling shorts in stretch cotton jersey with an elasticated waist.
61637,733803011,733803,Racing shorts(1),274,Shorts,Garment Lower body,1010016,Solid,13,Beige,1,Dusty Light,1,Mole,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Cycling shorts in stretch cotton jersey with an elasticated waist.
61661,733868003,733868,SC DIVINE jsy dress,265,Dress,Garment Full body,1010016,Solid,23,Dark Yellow,2,Medium Dusty,13,Brown,2080,Studio Collection,A,Ladieswear,1,Ladieswear,82,Special Collections,1001,Unknown,"STUDIO COLLECTION. Short dress in sturdy cotton jersey in a boxy fit with seam details at the top, dropped shoulders and short sleeves. Narrow, elasticated seam at the waist, sewn-on gently draped panels that create a wrapover, and a straight-cut skirt. Unlined."
61684,733935003,733935,Pretty Please Triangle Top,298,Bikini top,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Triangle bikini top with lined cups, removable inserts and narrow, adjustable straps. Gathered elastication with a small frill trim at the hem and a metal fastener at the back."
61735,734077003,734077,May buckle,275,Skirt,Garment Lower body,1010016,Solid,43,Dark Red,7,Medium,18,Red,1414,Skirt,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1012,Skirts,Short skirt in woven fabric with a high waist with pleats and elastication at the back. Side pockets and a sewn-in belt at the front with a covered metal buckle. Unlined.
61783,734215001,734215,ED Hotpants,274,Shorts,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Short, 5-pocket shorts in washed denim with worn details. Low waist, zip fly and button and frayed, raw-edge hems."
61784,734215002,734215,ED Hotpants,274,Shorts,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Short, 5-pocket shorts in washed denim with worn details. Low waist, zip fly and button and frayed, raw-edge hems."
61803,734273003,734273,Truffle Dress,265,Dress,Garment Full body,1010016,Solid,43,Dark Red,7,Medium,18,Red,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Calf-length dress in soft jersey crêpe with a V-neck, sewn-in wrapover at the front and short, wide sleeves. Seam at the waist with a sewn-on tie belt that can be wound around several times. Unlined."
61864,734460006,734460,Doris sandal new,91,Sandals,Shoes,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Sandals with narrow foot straps and fluted soles. Heel 1 cm.
61867,734460011,734460,Doris sandal new,91,Sandals,Shoes,1010016,Solid,43,Dark Red,4,Dark,18,Red,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Sandals with narrow foot straps and fluted soles. Heel 1 cm.
61910,734569002,734569,Liza blouse,258,Blouse,Garment Upper body,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Straight-cut, off-the-shoulder blouse in a softly draping weave with a sheen. Wide, covered elastication at the top and short raglan sleeves."
61918,734595001,734595,MANDY RW biker,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Knee-length cycling shorts in fast-drying functional fabric with a wide waistband containing a concealed key pocket.
61922,734623002,734623,Shimmer slip dress,265,Dress,Garment Full body,1010009,Glittering/Metallic,13,Beige,2,Medium Dusty,11,Beige,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Short, shimmering metallic dress in pleated jersey with a V-neck, narrow, adjustable shoulder straps and a raw-edge hem. Jersey underdress."
61925,734640002,734640,Kicki dress,265,Dress,Garment Full body,1010016,Solid,42,Red,7,Medium,18,Red,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Fitted, calf-length dress in ribbed cotton jersey in a narrow cut at the top with narrow shoulder straps that cross at the back and a deep neckline at the back."
61939,734700004,734700,Magnolia Trench,263,Coat,Garment Upper body,1010016,Solid,14,Dark Beige,4,Dark,11,Beige,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Lightweight trenchcoat in twill made from a cupro and viscose blend with notch lapels, a loose yoke at the back and long raglan sleeves. Detachable tie belt at the waist, side pockets with a decorative flap, and a single back vent. Unlined."
62047,734968004,734968,VALENTINE LS +,252,Sweater,Garment Upper body,1010010,Melange,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Sports top in fast-drying mesh with dropped shoulders, long sleeves with thumbholes at the cuffs, and a rounded hem. Slightly longer at the back. The top is made partly from recycled polyester."
